R,OpenStartPage.1,1308643751816,110,false,264,10179,200,http://localhost:8080/pebble/,text/html,0,0,40,16,60,76
R,OpenStartPage.1.2,1308643751951,50,false,330,625,200,http://localhost:8080/pebble/common/images/feed-icon-10x10.png,image/png,32,0,9,7,43,50
R,OpenStartPage.1.5,1308643752004,32,false,330,477,200,http://localhost:8080/pebble/themes/default/images/favicon.ico,image/x-icon,0,0,25,0,25,25
R,OpenStartPage.1.4,1308643751981,65,false,314,3276,200,http://localhost:8080/pebble/scripts/pebble.js,application/x-javascript,1,0,28,18,29,47
R,OpenStartPage.1.3,1308643751981,72,false,320,653,200,http://localhost:8080/pebble/dwr/interface/Pebble.js,text/plain,0,0,53,0,71,71
R,OpenStartPage.1.8,1308643752054,39,false,324,4336,200,http://localhost:8080/pebble/themes/_pebble/handheld.css,text/css,0,0,23,11,23,34
R,OpenStartPage.1.6,1308643752036,60,false,321,2576,200,http://localhost:8080/pebble/scripts/scriptaculous.js,application/x-javascript,0,0,53,1,53,54
R,OpenStartPage.1.7,1308643752049,81,false,322,7561,200,http://localhost:8080/pebble/themes/default/screen.css,text/css,0,0,25,53,25,78
R,OpenStartPage.1.10,1308643752096,39,false,321,4114,200,http://localhost:8080/pebble/themes/_pebble/print.css,text/css,0,0,28,8,28,36
R,OpenStartPage.1.9,1308643752094,54,false,319,6501,200,http://localhost:8080/pebble/FCKeditor/fckeditor.js,application/x-javascript,0,0,29,22,29,51
R,OpenStartPage.1.1,1308643751951,202,false,310,43876,200,http://localhost:8080/pebble/dwr/engine.js,text/javascript,0,0,12,156,12,168
R,OpenStartPage.1.12,1308643752136,17,false,330,920,200,http://localhost:8080/pebble/common/images/feed-icon-16x16.png,image/png,0,0,7,8,7,15
R,OpenStartPage.1.11,1308643752129,108,false,308,36157,200,http://localhost:8080/pebble/dwr/util.js,text/javascript,0,0,8,97,8,105
R,OpenStartPage.1.13,1308643752146,149,false,317,71434,200,http://localhost:8080/pebble/scripts/prototype.js,application/x-javascript,0,0,14,131,14,145
R,OpenStartPage.1.14,1308643752549,16,false,355,4810,200,http://localhost:8080/pebble/scripts/builder.js,application/x-javascript,0,0,5,8,5,13
R,OpenStartPage.1.15,1308643752566,54,false,355,38045,200,http://localhost:8080/pebble/scripts/effects.js,application/x-javascript,0,0,4,48,4,52
R,OpenStartPage.1.16,1308643752644,53,false,356,30818,200,http://localhost:8080/pebble/scripts/dragdrop.js,application/x-javascript,0,0,3,49,3,52
R,OpenStartPage.1.17,1308643752706,47,false,356,29153,200,http://localhost:8080/pebble/scripts/controls.js,application/x-javascript,0,0,4,41,4,45
R,OpenStartPage.1.18,1308643752761,23,false,354,10576,200,http://localhost:8080/pebble/scripts/slider.js,application/x-javascript,0,0,6,15,6,21
